,title,description,timestamp,concat,relevant
375,Auto & Transport Roundup: Market Talk,"Find insight on Canadian vehicle imports, Aston Martin, Malaysia’s auto sector and more in the latest Market Talks covering the auto and transport sector.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=28, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Auto & Transport Roundup: Market Talk | Find insight on Canadian vehicle imports, Aston Martin, Malaysia’s auto sector and more in the latest Market Talks covering the auto and transport sector.",1
376,Rivian CEO’s Robotics Company Raises $400 Million,The funding for the AI-powered industrial robot project now exceeds $1 billion.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Rivian CEO’s Robotics Company Raises $400 Million | The funding for the AI-powered industrial robot project now exceeds $1 billion.,1
377,Tesla to Inject $250 Million into German Factory,"Elon Musk’s Tesla will invest $250 million into its German factory to increase production of battery cells for electric vehicles, moving to boost output in Europe as its sales in the region regain strength.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=16, tm_min=55, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","Tesla to Inject $250 Million into German Factory | Elon Musk’s Tesla will invest $250 million into its German factory to increase production of battery cells for electric vehicles, moving to boost output in Europe as its sales in the region regain strength.",1
378,China Exports More EVs Than Traditional Cars for First Time in April,Automakers expanded aggressively overseas to offset subdued demand in the domestic market.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=3, tm_min=47, tm_sec=0, tm_wday=0, tm_yday=131, tm_isdst=0)",China Exports More EVs Than Traditional Cars for First Time in April | Automakers expanded aggressively overseas to offset subdued demand in the domestic market.,1
379,Opinion | Tax Cuts Exceed Expectations,Refund season more voluminous than forecast.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=14, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Opinion | Tax Cuts Exceed Expectations | Refund season more voluminous than forecast.,1
380,Opinion | The Real Story of the OpenAI Case,State attorneys general ignored taxpayer interests and waved through its conversion to a for-profit.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=22, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Opinion | The Real Story of the OpenAI Case | State attorneys general ignored taxpayer interests and waved through its conversion to a for-profit.,1
381,Opinion | Is It Time to Abandon Ship on the Jones Act?,Readers debate whether the 1920 maritime law protects or harms American interests.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=32, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",Opinion | Is It Time to Abandon Ship on the Jones Act? | Readers debate whether the 1920 maritime law protects or harms American interests.,-1
382,"Opinion | At Goodwill, Ex-Offenders Get a Second Chance at Life",The organization hires people who have paid their debt to society and are eager to work.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=30, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Opinion | At Goodwill, Ex-Offenders Get a Second Chance at Life | The organization hires people who have paid their debt to society and are eager to work.",0
383,Opinion | U.S. Airlines and Carmakers Need to Go Global,Policies that insulate them from competition created the conditions that led to bailouts and bankruptcies.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=20, tm_min=37, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)",Opinion | U.S. Airlines and Carmakers Need to Go Global | Policies that insulate them from competition created the conditions that led to bailouts and bankruptcies.,1
384,Opinion | American Agriculture Can Lower Fuel Prices,"In places where 15% ethanol blends are available, drivers routinely save 10 to 30 cents a gallon.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=19, tm_min=48, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","Opinion | American Agriculture Can Lower Fuel Prices | In places where 15% ethanol blends are available, drivers routinely save 10 to 30 cents a gallon.",0
385,Energy & Utilities Roundup: Market Talk,"Find insight on the Trump-Xi summit, RWE, E.ON and more in the latest Market Talks covering energy and utilities.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=28, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Energy & Utilities Roundup: Market Talk | Find insight on the Trump-Xi summit, RWE, E.ON and more in the latest Market Talks covering energy and utilities.",1
386,How the U.S. Became the World’s Greatest Energy Exporter,The shale boom and wars in Ukraine and Iran have transformed the U.S. into a global energy powerhouse.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=50, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",How the U.S. Became the World’s Greatest Energy Exporter | The shale boom and wars in Ukraine and Iran have transformed the U.S. into a global energy powerhouse.,-1
387,U.S. Crude Oil Inventories Post Third Straight Weekly Drop,"U.S. crude oil inventories fell by 4.3 million barrels in the week ended May 8 and were about 0.3% below the five-year average for the time of year, the EIA said. Analysts expected a drop of 2.3 million barrels.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=17, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","U.S. Crude Oil Inventories Post Third Straight Weekly Drop | U.S. crude oil inventories fell by 4.3 million barrels in the week ended May 8 and were about 0.3% below the five-year average for the time of year, the EIA said. Analysts expected a drop of 2.3 million barrels.",-1
388,OPEC Cuts Oil Demand Forecast As Hormuz Shock Pushes Output Lower,"It now forecasts global oil-demand growth of 1.17 million barrels a day this year, from 1.38 million previously.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=21, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","OPEC Cuts Oil Demand Forecast As Hormuz Shock Pushes Output Lower | It now forecasts global oil-demand growth of 1.17 million barrels a day this year, from 1.38 million previously.",-1
389,IEA Warns Recovery From Hormuz Supply Shock Will Take Months,"The energy watchdog now expects global oil demand to contract by 420,000 barrels a day this year, from an 80,000-barrel-a-day decline projected previously.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=8, tm_min=47, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","IEA Warns Recovery From Hormuz Supply Shock Will Take Months | The energy watchdog now expects global oil demand to contract by 420,000 barrels a day this year, from an 80,000-barrel-a-day decline projected previously.",-1
390,United Airlines to Resume Service to Venezuela,"United Airlines said it will resume daily nonstop flights between George Bush Intercontinental Airport in Houston and Simon Bolivar International Airport in Caracas, after suspending service in June 2017.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=12, tm_min=57, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","United Airlines to Resume Service to Venezuela | United Airlines said it will resume daily nonstop flights between George Bush Intercontinental Airport in Houston and Simon Bolivar International Airport in Caracas, after suspending service in June 2017.",-1
391,Lufthansa to Buy Additional ITA Airways Stake for Nearly $400 Million,The company said it would lift its control of ITA Airways to 90%.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=10, tm_min=32, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)",Lufthansa to Buy Additional ITA Airways Stake for Nearly $400 Million | The company said it would lift its control of ITA Airways to 90%.,1
392,The World’s Highest-Flying Repo Men Are Collecting Spirit Airlines’ Jets,The company’s collapse started the clock on a mission to collect dozens of planes and deposit them in Arizona boneyards.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=9, tm_min=30, tm_sec=0, tm_wday=0, tm_yday=131, tm_isdst=0)",The World’s Highest-Flying Repo Men Are Collecting Spirit Airlines’ Jets | The company’s collapse started the clock on a mission to collect dozens of planes and deposit them in Arizona boneyards.,-1
393,Person Struck and Killed by Plane on Runway in Denver,A trespasser entered the area and was hit by a Frontier Airlines plane during takeoff. Twelve people were injured.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=9, tm_hour=17, tm_min=57, tm_sec=0, tm_wday=5, tm_yday=129, tm_isdst=0)",Person Struck and Killed by Plane on Runway in Denver | A trespasser entered the area and was hit by a Frontier Airlines plane during takeoff. Twelve people were injured.,-1
394,What Happens to Air Travel When 20% of the World’s Exported Jet Fuel Vanishes,"Watch why the U.S., Europe and Asia are hit so differently by the jet-fuel crisis.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=16, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=128, tm_isdst=0)","What Happens to Air Travel When 20% of the World’s Exported Jet Fuel Vanishes | Watch why the U.S., Europe and Asia are hit so differently by the jet-fuel crisis.",-1
395,Ruger’s CEO on What’s Next After the Bruising Beretta Fight,"Todd Seyfert explains how monthslong hostility ended, and where the two storied gun makers go from here.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=13, tm_min=54, tm_sec=0, tm_wday=4, tm_yday=128, tm_isdst=0)","Ruger’s CEO on What’s Next After the Bruising Beretta Fight | Todd Seyfert explains how monthslong hostility ended, and where the two storied gun makers go from here.",-1
396,"U.S. Audit Watchdog Should Rescind Its Independence Rules, SEC Official Says","Securities regulator weighs changing rules on auditor conflicts of interest, could seek scrapping of Public Company Accounting Oversight Board’s standard.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=18, tm_min=9, tm_sec=0, tm_wday=3, tm_yday=127, tm_isdst=0)","U.S. Audit Watchdog Should Rescind Its Independence Rules, SEC Official Says | Securities regulator weighs changing rules on auditor conflicts of interest, could seek scrapping of Public Company Accounting Oversight Board’s standard.",-1
397,Shake Shack Swings to Loss on Higher Costs,Shake Shack reported higher first-quarter revenue but swung to a loss as the restaurant chain made investments in marketing and technology and faced higher beef costs.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=15, tm_min=58, tm_sec=0, tm_wday=3, tm_yday=127, tm_isdst=0)",Shake Shack Swings to Loss on Higher Costs | Shake Shack reported higher first-quarter revenue but swung to a loss as the restaurant chain made investments in marketing and technology and faced higher beef costs.,1
398,"Six Flags Revenue Rises on Attendance, Spending Growth",Six Flags reported higher first-quarter revenue as attendance and customer spending each increased.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=7, tm_hour=10, tm_min=55, tm_sec=0, tm_wday=3, tm_yday=127, tm_isdst=0)","Six Flags Revenue Rises on Attendance, Spending Growth | Six Flags reported higher first-quarter revenue as attendance and customer spending each increased.",0
399,Strategy Reports Wider First-Quarter Loss on Lower Value of Bitcoin,"The bitcoin treasury company on Tuesday reported a loss of $12.77 billion, driven by a drop in the value of its bitcoin holdings.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=5, tm_hour=20, tm_min=24, tm_sec=0, tm_wday=1, tm_yday=125, tm_isdst=0)","Strategy Reports Wider First-Quarter Loss on Lower Value of Bitcoin | The bitcoin treasury company on Tuesday reported a loss of $12.77 billion, driven by a drop in the value of its bitcoin holdings.",1
400,"McDonald’s, Recommitting to Chicago, Strikes Soccer-Stadium Naming Deal",The new Chicago Fire soccer stadium will be called McDonald’s Park and is expected to open in 2028.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","McDonald’s, Recommitting to Chicago, Strikes Soccer-Stadium Naming Deal | The new Chicago Fire soccer stadium will be called McDonald’s Park and is expected to open in 2028.",0
401,Delivery Hero Shares Jump After Prosus Agrees to Sell Stake for $395 Million,"The sale to Aspex Management is part of Prosus’s commitment to reduce its Delivery Hero shareholding, a condition for its Just Eat Takeaway acquisition.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=11, tm_min=28, tm_sec=0, tm_wday=0, tm_yday=131, tm_isdst=0)","Delivery Hero Shares Jump After Prosus Agrees to Sell Stake for $395 Million | The sale to Aspex Management is part of Prosus’s commitment to reduce its Delivery Hero shareholding, a condition for its Just Eat Takeaway acquisition.",1
402,Dunkin’ Owner Inspire Brands Files for IPO,"Inspire Brands owns brands accounting for more than 33,300 locations globally with more than $33.4 billion in sales.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=21, tm_min=11, tm_sec=0, tm_wday=4, tm_yday=128, tm_isdst=0)","Dunkin’ Owner Inspire Brands Files for IPO | Inspire Brands owns brands accounting for more than 33,300 locations globally with more than $33.4 billion in sales.",1
